study;condition_arm1;condition_arm2;multi_arm1;multi_arm2;outcome_domain;outcome_type;instrument;time;time_weeks;rating;baseline_m_arm1;baseline_m_arm2;baseline_sd_arm1;baseline_sd_arm2;mean_arm1;mean_arm2;sd_arm1;sd_arm2;n_arm1;n_arm2;m_change_arm1;m_change_arm2;sd_change_arm1;sd_change_arm2;n_change_arm1;n_change_arm2;event_arm1;event_arm2;totaln_arm1;totaln_arm2;precalc_g;precalc_g_se;precalc_log_rr;precalc_log_rr_se;.id;.g;.g_se;.log_rr;.log_rr_se;outcome_hierachy;rob_domain1;rob_domain2;rob_domain3;rob_domain4;rob_domain5;rob_overall;protocol;country;recruitment;incentive;specify_incentive;target_group;manual;program_name;guidance;setting_arm1;setting_arm2;internet_based;no_sessions_arm1;no_sessions_arm2;time_total_arm1;time_total_arm2;duration_therapy_arm1;duration_therapy_arm2;sessions_weekly_arm1;sessions_weekly_arm2;duration_session_arm1;duration_session_arm2;ave_modules_completed_arm1;ave_modules_completed_arm2;sd_modules_completed_arm1;sd_modules_completed_arm2;prop_modules_completed_arm1;m_age_arm1;m_age_arm2;sd_age_arm1;sd_age_arm2;female_arm1;female_arm2;female_total;prop_female_total;n_allocation_arm1;n_allocation_arm2;n_total_allocation;n_start_arm1;n_start_arm2;n_total_start;n_comp_arm1;n_comp_arm2;n_total_comp;reasons_partref;reasons_treatref;reasons_preterm;diagnosis_how;diagnosis_which;m_no_symptoms_arm1;m_no_symptoms_arm2;sd_no_symptoms_arm1;sd_no_symptoms_arm2;m_duration_symptoms_arm1;m_duration_symptoms_arm2;sd_duration_symptoms_arm1;sd_duration_symptoms_arm2;comorbidities_ex;specify_comorbidities_ex;consumer_satis;specify_consumer_satis;neg_eff;specify_neg_eff
sephton, 2007;ambt;wl;NA;NA;phs;msd;fiq;post;8;self-report;-1,3;-1,2;0,72;0,75;-1,2;-1,2;0,73;0,84;51;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;sephton_2007_msd_fiq_post_8.0_self-report_ambt_wl_NA_NA;0;0,211205689;NA;NA;primary;low;low;some concerns;high;low;high;ISRCTN: 34628811;us;community;no;NA;adults;yes;8-week format of the parent program (university of massachusetts);psy;group;NA;no;9;NA;1650;NA;8;NA;1,13;NA;183,33;NA;5,5;NA;2,1;NA;0,61;48,4;47,6;8,9;11,5;51;40;91;1;51;40;91;NA;NA;NA;NA;NA;NA;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;54;58,8;43,6;62,4;yes;severe mental illness;no;NA;no;NA
sephton, 2007;ambt;wl;NA;NA;phs;msd;fiq;follow up;16;self-report;-1,3;-1,2;0,72;0,75;-1,2;-1,2;0,74;0,76;51;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;sephton_2007_msd_fiq_followup_16.0_self-report_ambt_wl_NA_NA;0;0,211205689;NA;NA;primary;low;low;some concerns;high;low;high;ISRCTN: 34628811;us;community;no;NA;adults;yes;8-week format of the parent program (university of massachusetts);psy;group;NA;no;9;NA;1650;NA;8;NA;1,13;NA;183,33;NA;5,5;NA;2,1;NA;0,61;48,4;47,6;8,9;11,5;51;40;91;1;51;40;91;NA;NA;NA;NA;NA;NA;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;54;58,8;43,6;62,4;yes;severe mental illness;no;NA;no;NA
simister, 2018;ambt;tau;NA;NA;som;msd;sf-mpq;post;8;self-report;26,07;25,84;8,41;8,41;13,8;21;8,81;8,41;30;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;simister_2018_msd_sf-mpq_post_8.0_self-report_ambt_tau_NA_NA;-0,825663891;0,267066887;NA;NA;primary;low;low;low;high;low;high;NCT01642810 (ClinicalTrials.gov);ca;combined;yes;“an honorarium was provided after completion of the post-treatment and 3 month follow-up questionnaires”;adults;yes;online act protocol;psy;individual;NA;in;7;NA;NA;NA;8;NA;0,88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33;34;67;30;31;61;NA;NA;NA;“not interested in participating (n=8), unable to travel to in-person visits (n=2), […], prefer in-person treatment (n=1), prefer alternative treatments (n=2)”;NA;NA;combined;fm;NA;NA;NA;NA;NA;NA;NA;NA;yes;“rheumatologic conditions, other conditions affecting the immune system (eg, chronic fatigue syndrome, multiple sclerosis, lupus), brain injury, cognitive impairment that would limit a participant’s ability to complete informed consent, active psychosis, substance abuse, untreated severe major depression or bipolar disorder, active suicidality, or current active injury claim”;no;NA;no;NA
simister, 2018;ambt;tau;NA;NA;som;msd;sf-mpq;follow up;20;self-report;26,07;25,84;8,41;8,41;21,46;22,49;9,1;9,21;30;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;simister_2018_msd_sf-mpq_followup_20.0_self-report_ambt_tau_NA_NA;-0,111057258;0,256310603;NA;NA;primary;low;low;low;high;low;high;NCT01642810 (ClinicalTrials.gov);ca;combined;yes;“an honorarium was provided after completion of the post-treatment and 3 month follow-up questionnaires”;adults;yes;online act protocol;psy;individual;NA;in;7;NA;NA;NA;8;NA;0,88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33;34;67;30;31;61;NA;NA;NA;“not interested in participating (n=8), unable to travel to in-person visits (n=2), […], prefer in-person treatment (n=1), prefer alternative treatments (n=2)”;NA;NA;combined;fm;NA;NA;NA;NA;NA;NA;NA;NA;yes;“rheumatologic conditions, other conditions affecting the immune system (eg, chronic fatigue syndrome, multiple sclerosis, lupus), brain injury, cognitive impairment that would limit a participant’s ability to complete informed consent, active psychosis, substance abuse, untreated severe major depression or bipolar disorder, active suicidality, or current active injury claim”;no;NA;no;NA
simister, 2018;ambt;tau;NA;NA;depr;msd;ces-d;post;8;self-report;26,6;27,81;12,38;12,38;17,76;26,97;10,83;10,46;30;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;simister_2018_msd_ces-d_post_8.0_self-report_ambt_tau_NA_NA;-0,85427252;0,267822546;NA;NA;primary;low;low;low;high;low;high;NCT01642810 (ClinicalTrials.gov);ca;combined;yes;“an honorarium was provided after completion of the post-treatment and 3 month follow-up questionnaires”;adults;yes;online act protocol;psy;individual;NA;in;7;NA;NA;NA;8;NA;0,88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33;34;67;30;31;61;NA;NA;NA;“not interested in participating (n=8), unable to travel to in-person visits (n=2), […], prefer in-person treatment (n=1), prefer alternative treatments (n=2)”;NA;NA;combined;fm;NA;NA;NA;NA;NA;NA;NA;NA;yes;“rheumatologic conditions, other conditions affecting the immune system (eg, chronic fatigue syndrome, multiple sclerosis, lupus), brain injury, cognitive impairment that would limit a participant’s ability to complete informed consent, active psychosis, substance abuse, untreated severe major depression or bipolar disorder, active suicidality, or current active injury claim”;no;NA;no;NA
simister, 2018;ambt;tau;NA;NA;depr;msd;ces-d;follow up;20;self-report;26,6;27,81;12,38;12,38;18,36;25,13;12,12;12,29;30;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;simister_2018_msd_ces-d_followup_20.0_self-report_ambt_tau_NA_NA;-0,547531639;0,260984027;NA;NA;primary;low;low;low;high;low;high;NCT01642810 (ClinicalTrials.gov);ca;combined;yes;“an honorarium was provided after completion of the post-treatment and 3 month follow-up questionnaires”;adults;yes;online act protocol;psy;individual;NA;in;7;NA;NA;NA;8;NA;0,88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33;34;67;30;31;61;NA;NA;NA;“not interested in participating (n=8), unable to travel to in-person visits (n=2), […], prefer in-person treatment (n=1), prefer alternative treatments (n=2)”;NA;NA;combined;fm;NA;NA;NA;NA;NA;NA;NA;NA;yes;“rheumatologic conditions, other conditions affecting the immune system (eg, chronic fatigue syndrome, multiple sclerosis, lupus), brain injury, cognitive impairment that would limit a participant’s ability to complete informed consent, active psychosis, substance abuse, untreated severe major depression or bipolar disorder, active suicidality, or current active injury claim”;no;NA;no;NA
simister, 2018;ambt;tau;NA;NA;phs;msd;fiq;post;8;self-report;-55,83;-55,28;12,56;16,39;-39,07;-55,3;13,07;12,65;30;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;simister_2018_msd_fiq_post_8.0_self-report_ambt_tau_NA_NA;1,246120326;0,280447317;NA;NA;primary;low;low;low;high;low;high;NCT01642810 (ClinicalTrials.gov);ca;combined;yes;“an honorarium was provided after completion of the post-treatment and 3 month follow-up questionnaires”;adults;yes;online act protocol;psy;individual;NA;in;7;NA;NA;NA;8;NA;0,88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33;34;67;30;31;61;NA;NA;NA;“not interested in participating (n=8), unable to travel to in-person visits (n=2), […], prefer in-person treatment (n=1), prefer alternative treatments (n=2)”;NA;NA;combined;fm;NA;NA;NA;NA;NA;NA;NA;NA;yes;“rheumatologic conditions, other conditions affecting the immune system (eg, chronic fatigue syndrome, multiple sclerosis, lupus), brain injury, cognitive impairment that would limit a participant’s ability to complete informed consent, active psychosis, substance abuse, untreated severe major depression or bipolar disorder, active suicidality, or current active injury claim”;no;NA;no;NA
simister, 2018;ambt;tau;NA;NA;phs;msd;fiq;follow up;20;self-report;-55,83;-55,28;12,56;16,39;-31,95;-53,82;13,8;13,92;30;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;simister_2018_msd_fiq_followup_20.0_self-report_ambt_tau_NA_NA;1,557649512;0,29325165;NA;NA;primary;low;low;low;high;low;high;NCT01642810 (ClinicalTrials.gov);ca;combined;yes;“an honorarium was provided after completion of the post-treatment and 3 month follow-up questionnaires”;adults;yes;online act protocol;psy;individual;NA;in;7;NA;NA;NA;8;NA;0,88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33;34;67;30;31;61;NA;NA;NA;“not interested in participating (n=8), unable to travel to in-person visits (n=2), […], prefer in-person treatment (n=1), prefer alternative treatments (n=2)”;NA;NA;combined;fm;NA;NA;NA;NA;NA;NA;NA;NA;yes;“rheumatologic conditions, other conditions affecting the immune system (eg, chronic fatigue syndrome, multiple sclerosis, lupus), brain injury, cognitive impairment that would limit a participant’s ability to complete informed consent, active psychosis, substance abuse, untreated severe major depression or bipolar disorder, active suicidality, or current active injury claim”;no;NA;no;NA
thieme, 2006;cbt;att plac;NA;NA;som;msd;mpi pain intensity;post;15;self-report;4,15;3,8;0,84;0,99;3,45;3,79;1,03;1,07;42;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;thieme_2006_msd_mpipainintensity_post_15.0_self-report_cbt_attplac_NA_NA;-0,320858891;0,222371865;NA;NA;primary;some concerns;low;low;high;some concerns;high;NA;de;clinical;no;NA;adults;yes;after flor & birbaumer, 1994 and turk et al., 1983;mixed;group;NA;no;15;NA;1800;NA;15;NA;1;NA;120;NA;14,52;NA;NA;NA;NA;49,13;47,46;10,03;9,75;42;40;82;1;42;40;82;42;40;82;NA;NA;NA;NA;NA;depression;medical;fm;NA;NA;NA;NA;108,96;104,76;102;105,24;yes;the exclusion criteria consisted of inflammatory rheumatologic diseases and any concurrent major disease such as cancer, diabetes, or kidney failure.;no;NA;no;NA
thieme, 2006;cbt;att plac;NA;NA;som;msd;mpi pain intensity;follow up;63;self-report;4,15;3,8;0,84;0,99;3,18;4,14;1,42;1,46;42;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;thieme_2006_msd_mpipainintensity_followup_63.0_self-report_cbt_attplac_NA_NA;-0,660562745;0,226982182;NA;NA;primary;some concerns;low;low;high;some concerns;high;NA;de;clinical;no;NA;adults;yes;after flor & birbaumer, 1994 and turk et al., 1983;mixed;group;NA;no;15;NA;1800;NA;15;NA;1;NA;120;NA;14,52;NA;NA;NA;NA;49,13;47,46;10,03;9,75;42;40;82;1;42;40;82;42;40;82;NA;NA;NA;NA;NA;depression;medical;fm;NA;NA;NA;NA;108,96;104,76;102;105,24;yes;the exclusion criteria consisted of inflammatory rheumatologic diseases and any concurrent major disease such as cancer, diabetes, or kidney failure.;no;NA;no;NA
thieme, 2006;cbt;att plac;NA;NA;phs;msd;fiq;post;15;self-report;-4,35;-4,19;2,12;2,08;-3,64;-2,3;4,03;2,09;42;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;thieme_2006_msd_fiq_post_15.0_self-report_cbt_attplac_NA_NA;-0,410565632;0,223286727;NA;NA;primary;some concerns;low;low;high;some concerns;high;NA;de;clinical;no;NA;adults;yes;after flor & birbaumer, 1994 and turk et al., 1983;mixed;group;NA;no;15;NA;1800;NA;15;NA;1;NA;120;NA;14,52;NA;NA;NA;NA;49,13;47,46;10,03;9,75;42;40;82;1;42;40;82;42;40;82;NA;NA;NA;NA;NA;depression;medical;fm;NA;NA;NA;NA;108,96;104,76;102;105,24;yes;the exclusion criteria consisted of inflammatory rheumatologic diseases and any concurrent major disease such as cancer, diabetes, or kidney failure.;no;NA;no;NA
thieme, 2006;cbt;att plac;NA;NA;phs;msd;fiq;follow up;63;self-report;-4,35;-4,19;2,12;2,08;-3,42;-5,2;2,29;2,51;42;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;thieme_2006_msd_fiq_followup_63.0_self-report_cbt_attplac_NA_NA;0,734761908;0,228394935;NA;NA;primary;some concerns;low;low;high;some concerns;high;NA;de;clinical;no;NA;adults;yes;after flor & birbaumer, 1994 and turk et al., 1983;mixed;group;NA;no;15;NA;1800;NA;15;NA;1;NA;120;NA;14,52;NA;NA;NA;NA;49,13;47,46;10,03;9,75;42;40;82;1;42;40;82;42;40;82;NA;NA;NA;NA;NA;depression;medical;fm;NA;NA;NA;NA;108,96;104,76;102;105,24;yes;the exclusion criteria consisted of inflammatory rheumatologic diseases and any concurrent major disease such as cancer, diabetes, or kidney failure.;no;NA;no;NA
tkachuk, 2003;cbt;psy plac;NA;NA;som;msd;gi scale pain;post;9;self-report;0,97;1,21;0,65;0,73;1,07;1,08;0,86;0,91;14;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tkachuk_2003_msd_giscalepain_post_9.0_self-report_cbt_psyplac_NA_NA;-0,010965046;0,385167517;NA;NA;primary;some concerns;high;high;high;some concerns;high;NA;ca;clinical;no;NA;adults;yes;cognitive behavioral group therapy;psy;group;NA;no;10;NA;900;NA;9;NA;1,11;NA;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;14;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;clinical interview;ibs;NA;NA;NA;NA;NA;NA;NA;NA;yes;patients diagnosed with severe mental disorders including schizophre- nia, bipolar disorder, severe major depression, current drug or alcohol abuse, or organic mental disorder were excluded at this stage and promptly referred for appropriate treatment.;no;NA;no;NA
tkachuk, 2003;cbt;psy plac;NA;NA;depr;msd;bdi-II;post;9;self-report;15,21;16,43;10,24;10,43;8,64;13,36;7,67;10,2;14;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tkachuk_2003_msd_bdi-II_post_9.0_self-report_cbt_psyplac_NA_NA;-0,510033348;0,39175851;NA;NA;primary;some concerns;high;high;high;some concerns;high;NA;ca;clinical;no;NA;adults;yes;cognitive behavioral group therapy;psy;group;NA;no;10;NA;900;NA;9;NA;1,11;NA;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;14;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;clinical interview;ibs;NA;NA;NA;NA;NA;NA;NA;NA;yes;patients diagnosed with severe mental disorders including schizophre- nia, bipolar disorder, severe major depression, current drug or alcohol abuse, or organic mental disorder were excluded at this stage and promptly referred for appropriate treatment.;no;NA;no;NA
tkachuk, 2003;cbt;psy plac;NA;NA;anx;msd;stai trait;post;9;self-report;43,71;44,43;9,62;11,75;37,93;42,86;7,7;11,79;14;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tkachuk_2003_msd_staitrait_post_9.0_self-report_cbt_psyplac_NA_NA;-0,484019835;0,391107999;NA;NA;primary;some concerns;high;high;high;some concerns;high;NA;ca;clinical;no;NA;adults;yes;cognitive behavioral group therapy;psy;group;NA;no;10;NA;900;NA;9;NA;1,11;NA;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;14;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;clinical interview;ibs;NA;NA;NA;NA;NA;NA;NA;NA;yes;patients diagnosed with severe mental disorders including schizophre- nia, bipolar disorder, severe major depression, current drug or alcohol abuse, or organic mental disorder were excluded at this stage and promptly referred for appropriate treatment.;no;NA;no;NA
tkachuk, 2003;cbt;psy plac;NA;NA;phs;msd;pcs;post;9;self-report;44,93;41,39;7,88;12,82;50,6;42,16;7,41;10,24;14;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tkachuk_2003_msd_pcs_post_9.0_self-report_cbt_psyplac_NA_NA;0,921476806;0,406293264;NA;NA;primary;some concerns;high;high;high;some concerns;high;NA;ca;clinical;no;NA;adults;yes;cognitive behavioral group therapy;psy;group;NA;no;10;NA;900;NA;9;NA;1,11;NA;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;14;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;clinical interview;ibs;NA;NA;NA;NA;NA;NA;NA;NA;yes;patients diagnosed with severe mental disorders including schizophre- nia, bipolar disorder, severe major depression, current drug or alcohol abuse, or organic mental disorder were excluded at this stage and promptly referred for appropriate treatment.;no;NA;no;NA
vallejo, 2015;cbt;wl;NA;NA;depr;msd;bdi;post;10;self-report;21,49;18,55;6,95;7,75;16,38;18,83;4,15;7,41;20;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vallejo_2015_msd_bdi_post_10.0_self-report_cbt_wl_NA_NA;-0,399858266;0,319500278;NA;NA;primary;low;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;after mazumdar et al., 1999;psy;group;NA;no;10;NA;1200;10;NA;10;1;NA;120;NA;10;NA;0;NA;1;53,5;51,33;8,56;10,03;20;20;40;1;20;20;40;20;20;40;20;20;40;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;178,8;148,56;132,84;125,28;yes;"the exclusion criteria were as follows: (a) diag- nosed with any mental health disorder by a psychiatrist or clinical psychologist in a public mental health center or psychiatric service hospital; (b) the presence of suicidal ideation (score 1, 2 or 3 on item 9 of the Beck Depression Inventory (BDI)), (c) prior or present psychological treatment for fm or other chronic pain syndromes, or (d) scheduled for surgery in the next 3 months.";no;NA;no;NA
vallejo, 2015;cbt;wl;NA;NA;phs;msd;fiq;post;10;self-report;-68,43;-59,48;19,51;17,83;-58,2;-60,35;18,57;17,72;20;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vallejo_2015_msd_fiq_post_10.0_self-report_cbt_wl_NA_NA;0,116103994;0,31650498;NA;NA;primary;low;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;after mazumdar et al., 1999;psy;group;NA;no;10;NA;1200;10;NA;10;1;NA;120;NA;10;NA;0;NA;1;53,5;51,33;8,56;10,03;20;20;40;1;20;20;40;20;20;40;20;20;40;NA;NA;NA;clinical interview;fm;NA;NA;NA;NA;178,8;148,56;132,84;125,28;yes;"the exclusion criteria were as follows: (a) diag- nosed with any mental health disorder by a psychiatrist or clinical psychologist in a public mental health center or psychiatric service hospital; (b) the presence of suicidal ideation (score 1, 2 or 3 on item 9 of the Beck Depression Inventory (BDI)), (c) prior or present psychological treatment for fm or other chronic pain syndromes, or (d) scheduled for surgery in the next 3 months.";no;NA;no;NA
van ravesteijn, 2013;cbt+ambt;ec;NA;NA;som;msd;phq-15;post;12;self-report;12,6;12,7;4,68;5,15;10,9;12,6;4,9;6,1;58;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vanravesteijn_2013_msd_phq-15_post_12.0_self-report_cbt+ambt_ec_NA_NA;-0,306669201;0,19115135;NA;NA;primary;low;some concerns;low;high;low;high;NTR2222 (Trialregister.nl);nl;clinical;no;NA;adults;yes;mbct + cognitive techniques (based on the original mbct manual for recurrent depression);para;group;NA;no;9;NA;1560;NA;8;NA;1,13;NA;173,33;NA;NA;NA;NA;NA;NA;47,6;46,5;11;12;49;38;87;0,73;61;58;119;53;55;108;NA;NA;NA;not interested (n = 3), withdrew and requested removal of all data (n=1);"eg: did not start (n=8); wl: received mindfulness training due to strong preference (n = 1)";eg: preferred other treatment (n=1), expectations not met (n=2);clinical interview;mus;NA;NA;NA;NA;NA;NA;NA;NA;yes;frequent attendance for other reasons than physical symptoms, physical symptoms fully explained by somatic diseases, no significant distress or functional impairment due to the symptoms, psychosis or bipolar disorder in medical history, current alcohol or drug abuse, cognitive impairment;no;NA;no;NA
van ravesteijn, 2013;cbt+ambt;ec;NA;NA;som;msd;phq-15;follow up;48;self-report;12,6;12,7;4,68;5,15;11;5,44;11,8;5,46;57;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vanravesteijn_2013_msd_phq-15_followup_48.0_self-report_cbt+ambt_ec_NA_NA;0,58787538;0,197944885;NA;NA;primary;low;some concerns;low;high;low;high;NTR2222 (Trialregister.nl);nl;clinical;no;NA;adults;yes;mbct + cognitive techniques (based on the original mbct manual for recurrent depression);para;group;NA;no;9;NA;1560;NA;8;NA;1,13;NA;173,33;NA;NA;NA;NA;NA;NA;47,6;46,5;11;12;49;38;87;0,73;61;58;119;53;55;108;NA;NA;NA;not interested (n = 3), withdrew and requested removal of all data (n=1);"eg: did not start (n=8); wl: received mindfulness training due to strong preference (n = 1)";eg: preferred other treatment (n=1), expectations not met (n=2);clinical interview;mus;NA;NA;NA;NA;NA;NA;NA;NA;yes;frequent attendance for other reasons than physical symptoms, physical symptoms fully explained by somatic diseases, no significant distress or functional impairment due to the symptoms, psychosis or bipolar disorder in medical history, current alcohol or drug abuse, cognitive impairment;no;NA;no;NA
van ravesteijn, 2013;cbt+ambt;ec;NA;NA;depr;msd;phq-9;post;12;self-report;8,5;8,77;5,11;5,44;7,61;7,87;5,92;5,35;58;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vanravesteijn_2013_msd_phq-9_post_12.0_self-report_cbt+ambt_ec_NA_NA;-0,045657957;0,190049533;NA;NA;primary;low;some concerns;low;high;low;high;NTR2222 (Trialregister.nl);nl;clinical;no;NA;adults;yes;mbct + cognitive techniques (based on the original mbct manual for recurrent depression);para;group;NA;no;9;NA;1560;NA;8;NA;1,13;NA;173,33;NA;NA;NA;NA;NA;NA;47,6;46,5;11;12;49;38;87;0,73;61;58;119;53;55;108;NA;NA;NA;not interested (n = 3), withdrew and requested removal of all data (n=1);"eg: did not start (n=8); wl: received mindfulness training due to strong preference (n = 1)";eg: preferred other treatment (n=1), expectations not met (n=2);clinical interview;mus;NA;NA;NA;NA;NA;NA;NA;NA;yes;frequent attendance for other reasons than physical symptoms, physical symptoms fully explained by somatic diseases, no significant distress or functional impairment due to the symptoms, psychosis or bipolar disorder in medical history, current alcohol or drug abuse, cognitive impairment;no;NA;no;NA
van ravesteijn, 2013;cbt+ambt;ec;NA;NA;depr;msd;phq-9;follow up;48;self-report;8,5;8,77;5,11;5,44;7,26;7,66;5,61;5,33;57;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vanravesteijn_2013_msd_phq-9_followup_48.0_self-report_cbt+ambt_ec_NA_NA;-0,072455356;0,193826589;NA;NA;primary;low;some concerns;low;high;low;high;NTR2222 (Trialregister.nl);nl;clinical;no;NA;adults;yes;mbct + cognitive techniques (based on the original mbct manual for recurrent depression);para;group;NA;no;9;NA;1560;NA;8;NA;1,13;NA;173,33;NA;NA;NA;NA;NA;NA;47,6;46,5;11;12;49;38;87;0,73;61;58;119;53;55;108;NA;NA;NA;not interested (n = 3), withdrew and requested removal of all data (n=1);"eg: did not start (n=8); wl: received mindfulness training due to strong preference (n = 1)";eg: preferred other treatment (n=1), expectations not met (n=2);clinical interview;mus;NA;NA;NA;NA;NA;NA;NA;NA;yes;frequent attendance for other reasons than physical symptoms, physical symptoms fully explained by somatic diseases, no significant distress or functional impairment due to the symptoms, psychosis or bipolar disorder in medical history, current alcohol or drug abuse, cognitive impairment;no;NA;no;NA
van ravesteijn, 2013;cbt+ambt;ec;NA;NA;ha;msd;wi;post;12;self-report;23,1;23,3;8,61;10,3;20,6;21,9;9,16;9,26;58;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vanravesteijn_2013_msd_wi_post_12.0_self-report_cbt+ambt_ec_NA_NA;-0,140210323;0,190260589;NA;NA;primary;low;some concerns;low;high;low;high;NTR2222 (Trialregister.nl);nl;clinical;no;NA;adults;yes;mbct + cognitive techniques (based on the original mbct manual for recurrent depression);para;group;NA;no;9;NA;1560;NA;8;NA;1,13;NA;173,33;NA;NA;NA;NA;NA;NA;47,6;46,5;11;12;49;38;87;0,73;61;58;119;53;55;108;NA;NA;NA;not interested (n = 3), withdrew and requested removal of all data (n=1);"eg: did not start (n=8); wl: received mindfulness training due to strong preference (n = 1)";eg: preferred other treatment (n=1), expectations not met (n=2);clinical interview;mus;NA;NA;NA;NA;NA;NA;NA;NA;yes;frequent attendance for other reasons than physical symptoms, physical symptoms fully explained by somatic diseases, no significant distress or functional impairment due to the symptoms, psychosis or bipolar disorder in medical history, current alcohol or drug abuse, cognitive impairment;no;NA;no;NA
van ravesteijn, 2013;cbt+ambt;ec;NA;NA;ha;msd;wi;follow up;48;self-report;23,1;23,3;8,61;10,3;20,6;22,6;9,19;10,1;57;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vanravesteijn_2013_msd_wi_followup_48.0_self-report_cbt+ambt_ec_NA_NA;-0,206296313;0,19428229;NA;NA;primary;low;some concerns;low;high;low;high;NTR2222 (Trialregister.nl);nl;clinical;no;NA;adults;yes;mbct + cognitive techniques (based on the original mbct manual for recurrent depression);para;group;NA;no;9;NA;1560;NA;8;NA;1,13;NA;173,33;NA;NA;NA;NA;NA;NA;47,6;46,5;11;12;49;38;87;0,73;61;58;119;53;55;108;NA;NA;NA;not interested (n = 3), withdrew and requested removal of all data (n=1);"eg: did not start (n=8); wl: received mindfulness training due to strong preference (n = 1)";eg: preferred other treatment (n=1), expectations not met (n=2);clinical interview;mus;NA;NA;NA;NA;NA;NA;NA;NA;yes;frequent attendance for other reasons than physical symptoms, physical symptoms fully explained by somatic diseases, no significant distress or functional impairment due to the symptoms, psychosis or bipolar disorder in medical history, current alcohol or drug abuse, cognitive impairment;no;NA;no;NA
